"(user_id, item_id)",ratings
"(56, 102)",-3.1778036074567555
"(66, 169)",-0.803837757353388
"(387, 469)",-3.7852852757889943
"(7, 145)",-0.6442588102531718
"(311, 136)",-0.7433248916936686
"(917, 302)",2.3497230919999508
"(979, 82)",-0.3052101679013447
"(677, 265)",-6.9144883900648715
"(39, 410)",-1.9018475339935943
"(406, 395)",2.2266090799177465
"(176, 174)",4.796600576512631
"(451, 112)",3.2124077095644905
"(501, 130)",-0.6118327965116066
"(386, 97)",1.75350595405454
"(39, 258)",0.9066052484133026
"(82, 88)",2.3060255344621527
"(522, 85)",-1.2583185614070072
"(732, 12)",1.2632404856570951
"(727, 490)",0.4737988274385676
"(544, 302)",0.5137594395340513
"(475, 133)",-0.7909692499472651
"(297, 251)",4.113211696841751
"(417, 211)",-1.4562649691879088
"(649, 29)",-0.9325749907762442
"(408, 123)",-2.764520818630538
"(994, 353)",1.8369977548298513
"(487, 402)",0.2991514256859011
"(452, 368)",-1.3633663102999902
"(441, 436)",-3.1626967939371244
"(263, 457)",0.7878799310344681
"(792, 251)",1.5062069756102707
"(784, 1)",-2.834537694011622
"(662, 325)",4.725051910553082
"(659, 460)",5.5351091065953675
"(887, 301)",0.38360847633817285
"(30, 427)",-1.5586181503650574
"(402, 108)",-2.1719438602532026
"(461, 390)",1.075336784937646
"(77, 361)",1.098688984494951
"(239, 310)",4.896327496729667
"(570, 311)",0.2904564655113653
"(300, 104)",1.5605557951406035
"(90, 139)",-0.7067739395268471
"(352, 265)",0.916041564662997
"(795, 327)",-0.9199072798209282
"(773, 452)",-0.6445249781578806
"(137, 455)",-1.120866472896183
"(341, 237)",1.4462301591362472
"(182, 318)",-1.4436814243387919
"(506, 303)",4.003495986044685
"(668, 86)",2.204152754868084
"(952, 494)",-0.31292639750569656
"(609, 235)",4.128947954407986
"(446, 123)",-3.5439954292574884
"(822, 406)",-0.2090461257482289
"(30, 285)",6.7578606493986735
"(785, 90)",4.477873706406034
"(726, 286)",-0.29760422630349226
"(325, 393)",-2.9339771918762287
"(892, 225)",2.9116475923430825
"(757, 449)",3.9136108077908034
"(916, 227)",-4.718233302910239
"(780, 483)",-0.10557504085030323
"(394, 431)",-0.33282302424744065
"(192, 36)",-3.232473378945599
"(533, 454)",3.655937857799383
"(463, 256)",-3.9829161148920718
"(26, 310)",2.624459235441095
"(737, 40)",-2.782065029486022
"(313, 424)",-2.797252593931282
"(637, 106)",3.0744815446490605
"(699, 61)",-0.5486821100874882
"(207, 44)",-1.1062194632035918
"(830, 494)",0.053375565697549955
"(111, 357)",2.8798858461604855
"(503, 466)",5.573640337671536
"(322, 423)",-1.8655424756222527
"(672, 234)",0.06936675293598224
"(337, 342)",-4.5002010992831485
"(252, 164)",-1.6629094891010265
"(967, 248)",0.5839251557053484
"(631, 55)",2.272532201226031
"(693, 232)",1.5864708814700241
"(923, 455)",-1.0668656399757308
"(754, 449)",2.0208308738482694
"(249, 210)",-0.5736090347174336
"(750, 181)",2.322155185568894
"(574, 223)",5.691930356958378
"(351, 83)",-4.931860481681042
"(35, 419)",4.8064143658154075
"(248, 478)",-6.190679615260753
"(561, 397)",-4.949647957484846
"(685, 0)",-0.6270859642097599
"(239, 43)",-0.47709745841408147
"(953, 287)",0.7525942005352952
"(993, 494)",-2.896724217026142
"(142, 365)",1.4229033439147754
"(157, 20)",1.086369088700074
"(31, 430)",6.059548201402078
"(222, 471)",4.145538558594294
"(87, 268)",-3.409218753527333
"(579, 172)",-0.14589842742990008
"(573, 392)",-0.4850456979069144
"(819, 142)",0.9572933675255555
"(888, 257)",-3.0964747882473107
"(265, 105)",0.9586709109147502
"(664, 437)",-0.7186129560132978
"(906, 497)",2.5915849068062147
"(866, 272)",-4.1732718786076015
"(287, 167)",-1.6989655991184227
"(72, 289)",-1.1590974747391987
"(129, 290)",2.8151192925287645
"(254, 177)",0.022694787608148095
"(257, 492)",0.9660463300269866
"(200, 213)",-0.2051377063562281
"(860, 326)",0.23490524587860145
"(629, 14)",1.332287764416021
"(326, 170)",-0.896501659987265
"(634, 421)",2.9221063044649322
"(521, 65)",-2.597957600638786
"(292, 1)",1.612777264815622
"(41, 64)",1.2660525503544104
"(446, 417)",0.10503500758843284
"(616, 164)",-0.1754838172821153
"(174, 208)",0.46011710608773854
"(63, 195)",-0.0011636947824104765
"(831, 77)",3.246086333302844
"(723, 384)",-0.4244218057329554
"(710, 328)",0.6343984969957397
"(167, 467)",-1.948254719679116
"(327, 439)",1.8983730643935486
"(469, 463)",-1.7570807906396895
"(594, 248)",2.807909779697016
"(46, 345)",-2.1271490295934563
"(960, 358)",1.316523480847956
"(380, 115)",0.2183938663555336
"(811, 137)",-2.070649248647063
"(182, 410)",-4.193988620080424
"(128, 49)",-2.4723724322477083
"(511, 296)",7.270734717140032
"(406, 437)",-0.48925317525432627
"(236, 416)",3.025747593446753
"(158, 460)",0.05078158442307712
"(508, 100)",0.8130720573805253
"(244, 51)",-0.2970944683357186
"(618, 383)",1.452258472223003
"(143, 405)",-2.422776200687282
"(459, 352)",-2.740909156873262
"(661, 318)",0.21034091468298027
"(71, 343)",0.7234056269947694
"(146, 281)",1.452903774626887
"(727, 233)",2.8779947784424973
"(646, 134)",0.5849582910249214
"(512, 441)",0.8595274282227097
"(747, 466)",3.5382716483661634
"(192, 397)",-3.5467475517602876
"(734, 26)",1.439996500790733
"(906, 314)",1.5709208161451613
"(268, 441)",-3.474189443676383
"(434, 142)",2.0238375950804492
"(698, 319)",2.6446973639595517
"(818, 290)",-0.21043722538237905
"(273, 270)",1.5152082566927365
"(57, 472)",-0.7932707364427758
"(158, 202)",-1.1363757824952572
"(729, 411)",-1.3082668718549755
"(130, 86)",1.829257576769616
"(223, 338)",5.9541266897353875
"(367, 440)",3.2249547584763127
"(223, 389)",-0.2686819074011909
"(638, 200)",2.863641308266012
"(144, 492)",-0.002146734430045233
"(362, 326)",-1.796397133015879
"(301, 300)",0.8815830950390344
"(504, 68)",2.013874606194559
"(932, 322)",2.569151391462341
"(969, 218)",0.6485342211554087
"(996, 409)",-5.1302804181645465
"(635, 336)",0.47290128346432936
"(449, 12)",2.874920904233112
"(730, 89)",4.851985844758339
"(256, 250)",3.4345106737365345
"(632, 360)",-1.647653799139177
"(967, 250)",1.5101554037337874
"(172, 122)",-2.2327122566216415
"(738, 349)",-0.5244034357179572
"(159, 399)",-0.9671075606600328
"(291, 54)",0.9601620267573729
"(738, 149)",-1.3911614582389968
"(216, 279)",-1.9481232057165714
"(392, 413)",-1.6969907698195403
"(962, 271)",3.108733695742632
"(253, 341)",2.0454833788139544
"(380, 358)",-2.4379203445215607
"(435, 251)",-9.300427963817409
"(284, 467)",-1.83408459662025
"(102, 266)",-2.233090534984204
"(315, 336)",-0.1629293003686952
"(154, 487)",-0.38628324377746664
"(336, 421)",4.613040018806914
"(376, 337)",-2.691319210810371
"(489, 82)",-2.1417405935058884
"(309, 350)",0.4460046258681233
"(633, 80)",-0.11336452670751285
"(208, 11)",-3.1650989136614434
"(863, 284)",-3.1244037480370075
"(108, 100)",1.0222713859346244
"(770, 499)",4.763359434079631
"(223, 466)",0.6578480594224545
"(3, 153)",2.04479803244842
"(422, 370)",1.8205016453070442
"(399, 64)",-0.6525035165455749
"(460, 460)",0.7051249326486053
"(896, 26)",4.534785757743143
"(65, 351)",0.8912403840754264
"(447, 81)",0.466871309011037
"(926, 470)",3.738226390639717
"(204, 169)",2.921884783696829
"(554, 248)",1.3577185624628152
"(568, 426)",0.5495309326715476
"(775, 263)",1.814902826631521
"(372, 232)",2.3004468367189643
"(992, 450)",3.3793484551387007
"(599, 33)",-3.6229178016020054
"(303, 193)",5.766276869990855
"(803, 93)",-0.010456278931483376
"(690, 223)",0.08902813732121925
"(604, 477)",1.1682266856096182
"(683, 149)",3.590688021267951
"(680, 383)",-0.12788435874095103
"(49, 381)",-3.498776661752673
"(422, 186)",1.5643598772427685
"(427, 253)",-0.4053489092556297
"(436, 133)",3.9753887288188223
"(501, 176)",-1.339415356580138
"(40, 337)",0.6840886262727816
"(984, 473)",1.9738466886716408
"(692, 234)",2.701983692866233
"(288, 255)",-1.3854226491823451
"(360, 240)",0.37517019191840756
"(30, 351)",1.0477203605747962
"(51, 398)",3.101751725649111
"(216, 307)",1.1219231217991972
"(272, 478)",-0.6547672653269816
"(769, 404)",-1.3540841371990398
"(978, 292)",1.8491056175468525
"(387, 294)",0.2519701414860333
"(332, 347)",3.6050341303757887
"(83, 23)",-3.4659625985433817
"(427, 368)",2.4038305074090562
"(183, 74)",-0.5619568253154802
"(96, 379)",-2.8330031478751923
"(259, 23)",-0.0019382883377331572
"(618, 125)",-0.6421974305186473
"(854, 197)",0.3172464292341496
"(386, 490)",2.7787805942764536
"(843, 387)",-3.5039343726796055
"(916, 404)",-1.9336036709989377
"(997, 430)",-0.040676094329316695
"(362, 18)",2.460940922433658
"(76, 458)",0.1322961437082608
"(642, 205)",1.3361273370155051
"(228, 281)",-3.3700509276258335
"(30, 22)",-3.487691367831477
"(805, 216)",1.6584291663230744
"(127, 383)",-1.1994284883006405
"(92, 140)",-0.6510905777068672
"(435, 201)",-1.154650943157138
"(550, 182)",0.6001958643185051
"(92, 486)",-0.7268880660801018
"(26, 100)",0.6381821362975189
"(446, 313)",1.351867894786705
"(523, 441)",3.2501629306948217
"(928, 144)",-0.5221295408192546
"(941, 148)",2.233710968352628
"(437, 215)",-0.17983990519164644
"(896, 381)",0.420292852527243
"(545, 271)",1.1476248917137752
"(63, 15)",-2.63538548124751
"(950, 119)",1.724747923935543
"(208, 491)",0.4329177101009857
"(476, 202)",1.2174758556513285
"(885, 153)",-2.8682039133074504
"(890, 171)",-0.2946801206415087
"(495, 276)",2.3770272642136443
"(390, 132)",-4.822205424523339
"(77, 39)",-1.6000724577501892
"(291, 316)",-1.2653864445618705
"(289, 228)",-0.6331283920836386
"(28, 363)",1.7686639936577562
"(659, 302)",-1.3190417636124832
"(30, 115)",-0.4958603087875962
"(176, 46)",0.4486208990317863
